"","State","Year","Month","avg_temp","max_temp","drought_severity","avg_precip","total_fires","total_acres_burned"
"1889","FL",2008,5,76.4,87.7,-4.12,1.58,465,17386.33
"1890","FL",2008,6,80.9,91.4,-3.99,6.65,762,113616.21
"1891","FL",2008,7,81.2,90.4,-3.55,8.1,137,3733.3
"1892","FL",2008,8,81.3,89.4,-1.15,12.77,88,1509.8
"1893","FL",2008,9,79.7,88.5,-2.17,3.19,58,406.4
"1894","FL",2008,10,71.4,81.5,-1.95,3.64,110,1310.85
"1895","FL",2008,11,61.5,73.5,-2.06,1.39,202,2067.15
"1896","FL",2008,12,62,73.1,-2.31,2.03,185,1594.4
"1897","FL",2009,1,57.2,69.5,-2.43,1.85,302,6909.2
"1898","FL",2009,2,57.3,70.4,-2.79,1.32,629,18668.55001
"1899","FL",2009,3,65.3,77.5,-2.9,2.78,615,21167.48001
"1900","FL",2009,4,69.6,81.7,0.23,3.72,320,20716.35999
"1901","FL",2009,5,76.6,86.6,1.98,8.91,471,55808.1499999999
"1902","FL",2009,6,81.9,91.8,-0.23,6.03,192,12557.4
"1903","FL",2009,7,81.7,90.9,-0.46,6.65,113,1737.75
"1904","FL",2009,8,82.1,91,-0.7,6.46,81,1061.1
"1905","FL",2009,9,80.5,89.2,-0.96,5.88,42,1257.5
"1906","FL",2009,10,75.3,85.2,-1.56,2.22,63,333.05
"1907","FL",2009,11,66,76.4,-1.65,2.24,104,2647
"1908","FL",2009,12,60.4,69.9,1,5.71,41,240.2
"1909","FL",2010,1,52.5,64.1,1.59,4.23,263,5805.85000000001
"1910","FL",2010,2,52.6,63.4,1.82,3.7,257,4496.46
"1911","FL",2010,3,59,70.5,2.52,5.87,386,5840.12000000001
"1912","FL",2010,4,69.7,81.5,-0.13,2.75,263,2459.18
"1913","FL",2010,5,78.5,88.6,-0.23,4.22,219,7325.65000000002
"1914","FL",2010,6,83.1,93.2,-0.96,5.24,388,3877.58
"1915","FL",2010,7,83.4,92.4,-1.72,6,166,3505.24
"1916","FL",2010,8,83.5,91.8,-1.62,8.16,123,4515.85
"1917","FL",2010,9,80.9,90.6,-2.4,4.33,139,690.55
"1918","FL",2010,10,72.1,84.6,-3.48,0.44,302,1367.74
"1919","FL",2010,11,64.9,77,-3.63,2.07,207,5680.13000000002
"1920","FL",2010,12,50.1,63.1,-4.05,1.11,569,24758.7499999998
"1921","FL",2011,1,54.9,66.4,-3.15,4.24,471,8060.70000000001
"1922","FL",2011,2,61.8,73.4,-3.39,1.93,584,14663
"1923","FL",2011,3,66.5,79.1,-3.08,4.06,507,28990.0699999998
"1924","FL",2011,4,73,85.7,-3.32,2.16,454,10001.2
"1925","FL",2011,5,76.2,88.8,-3.98,1.61,746,61916.6699999999
"1926","FL",2011,6,82.1,93.4,-4.65,4.74,1163,116406.830000001
"1927","FL",2011,7,82.6,91.9,-4.83,6.96,291,40215.33
"1928","FL",2011,8,83.7,93.3,-5.14,6.65,270,35466.3099999999
"1929","FL",2011,9,79.7,89.4,-5.2,5.53,138,7273.50000000001
"1930","FL",2011,10,70.5,81.2,-4.04,5.73,136,3887.59
"1931","FL",2011,11,66.4,77.2,-4.21,1.41,135,755.2
"1932","FL",2011,12,62.8,73.5,-4.55,1.75,126,1083.9
"1933","FL",2012,1,59.3,72.1,-4.84,1.13,458,9631.94000000002
"1934","FL",2012,2,64.3,74.4,-4.96,2.53,313,4533.5
"1935","FL",2012,3,70.3,81.8,-5.49,2.34,391,16901.35
"1936","FL",2012,4,71.2,83.4,-5.41,2.63,450,5696.7
"1937","FL",2012,5,77.6,88.6,-0.04,5.29,504,32541.12
"1938","FL",2012,6,79.3,88.3,1.7,12.57,162,7553.3
"1939","FL",2012,7,82.4,91.8,1.02,5.84,263,14121.88
"1940","FL",2012,8,81.5,90.1,2.12,10.38,120,5743.10000000001
"1941","FL",2012,9,79.5,88.5,-0.32,5.59,53,35747.6
"1942","FL",2012,10,73.2,82.8,-0.27,3.65,83,1147.92
"1943","FL",2012,11,62.1,73.7,-0.8,0.43,168,589.3
"1944","FL",2012,12,62,73.4,-0.81,2.71,127,1605.43
"1945","FL",2013,1,64,74.7,-1.67,0.8,260,3241.81999999999
"1946","FL",2013,2,61.8,73.4,-1.19,4.43,270,3576.07
"1947","FL",2013,3,59.1,71.9,-1.44,1.94,545,12899.47
"1948","FL",2013,4,71.4,82.5,0.2,3.96,234,31464.46
"1949","FL",2013,5,74,85,0.58,4.62,291,14313.76
"1950","FL",2013,6,81.1,89.9,1.18,8.63,142,2370.35
"1951","FL",2013,7,80.8,88.9,2.71,11.68,46,488.55
"1952","FL",2013,8,82.2,90.9,2.66,7.56,48,375.4
"1953","FL",2013,9,80,88.9,2.17,6.05,77,473.25
"1954","FL",2013,10,74,83.9,1.15,1.58,69,295
"1955","FL",2013,11,67.1,76.6,1.13,3.11,83,509.2
"1956","FL",2013,12,64.7,74.9,0.7,2.51,91,1770.2
"1957","FL",2014,1,54.5,65.4,1.12,3.91,174,3644.9
"1958","FL",2014,2,62.8,73.8,1,3.52,178,3450.4
"1959","FL",2014,3,63.5,74.8,1.39,5.2,232,3868.5
"1960","FL",2014,4,70.5,81.6,1.99,5.29,214,11395.68
"1961","FL",2014,5,76,86.9,2.08,4.74,312,39615.07
"1962","FL",2014,6,80.3,90.2,-0.23,5.88,232,76711.7100000001
"1963","FL",2014,7,81.8,91.1,-0.3,7.18,189,10338.05
"1964","FL",2014,8,82.9,92.5,-1.05,5.24,155,1454.4
"1965","FL",2014,9,79.7,88.2,0.67,8.85,54,884.5
"1966","FL",2014,10,72.7,84.1,0.22,2.48,70,605.8
"1967","FL",2014,11,61.1,72.6,1.09,4.06,144,551.900000000001
"1968","FL",2014,12,61.9,72.4,1.09,2.78,176,776.200000000001
"1969","FL",2015,1,58.6,69.1,0.99,2.84,170,5644
"1970","FL",2015,2,56.5,67.8,1.01,3.23,227,3413.79
"1971","FL",2015,3,69.5,80.2,-0.84,2,262,3169.05
"1972","FL",2015,4,75.1,84.9,-0.74,4.28,167,5256
"1973","FL",2015,5,77.5,88.6,-1.43,2.39,509,39638.65
"1974","FL",2015,6,81.7,91.7,-1.86,6.05,507,12316.44
"1975","FL",2015,7,82.8,92.2,-1.95,7.83,315,86747.9
"1976","FL",2015,8,82.4,91.6,-1.6,8.44,103,4583.8
"1977","FL",2015,9,80,88.4,-1.51,6.67,55,2686.4
"1978","FL",2015,10,74.4,83.8,-2.11,1.84,93,452.1
"1979","FL",2015,11,72.2,81.2,-1.86,3.8,57,350.18
"1980","FL",2015,12,69.6,78.3,-1.94,3.49,58,578.7
"1981","FL",2016,1,56.9,66.6,1.19,6.05,68,413.33
"1982","FL",2016,2,59.4,70.8,1.09,3.25,355,8300.9
"1983","FL",2016,3,68.8,79.4,-0.35,3.43,391,6024.55
"1984","FL",2016,4,71.2,82.3,-0.47,2.93,249,3763.76
"1985","FL",2016,5,76.2,87.4,-0.22,4.62,309,17650.28
"1986","FL",2016,6,81.9,91.6,-0.19,7.11,245,6762.18
"1987","FL",2016,7,84,93.8,-1.21,4.87,428,16113.28
"1988","FL",2016,8,83,91.8,-1.04,8.12,145,3370.98
"1989","FL",2016,9,81.1,90.1,-0.81,7.43,89,1018.75
"1990","FL",2016,10,74.6,84.9,-1.17,2.67,197,2826.1
"1991","FL",2016,11,66.6,78.6,-2.04,0.21,382,1582
"1992","FL",2016,12,65.9,76.3,-2.36,2.72,174,1330.65
"1993","FL",2017,1,62.8,74.2,-2.06,3.71,259,2134.24
"1994","FL",2017,2,65.5,77.8,-2.57,1.88,373,25161.68
"1995","FL",2017,3,66.2,78.3,-3.24,1.24,630,31241.7099999999
"1996","FL",2017,4,72.3,84.3,-3.47,2.23,593,39555.0299999998
"1997","FL",2017,5,77.1,88.8,-3.5,3.84,582,103571.01
"1998","FL",2017,6,80.2,88.2,1.55,12.26,110,41865.45
"1999","FL",2017,7,82.8,91.6,1.47,7.57,167,184162.78
"2000","FL",2017,8,82.8,91.3,1.87,8.52,54,4860.3
"2001","FL",2017,9,80.4,89.2,2.38,8.87,53,105.15
"2002","FL",2017,10,74.9,83.9,2.6,5.19,54,278.5
"2003","FL",2017,11,67.4,78,-0.31,1.64,90,477.18
"2004","FL",2017,12,61.7,72.3,-0.69,1.68,100,896.05
"2005","FL",2018,1,55,65.9,-0.47,2.96,303,2659.3
"2006","FL",2018,2,69.2,79.3,-1.14,2.4,282,7288.8
"2007","FL",2018,3,63,75.7,-1.5,2.15,563,43930.1
"2008","FL",2018,4,70.2,82.1,0.2,3.74,249,36497.2
"2009","FL",2018,5,76.4,85.8,2.12,9.31,174,3982
"2010","FL",2018,6,81.5,90.9,1.87,6.59,104,96037.7400000001
"2011","FL",2018,7,82.4,91.2,2.07,8.4,91,3439.45
"2012","FL",2018,8,82.2,91,2.1,7.61,69,1370.44
"2013","FL",2018,9,82.4,91,-0.72,4.91,48,803.1
"2014","FL",2018,10,76.5,86.2,-1.48,2.12,86,351.02
"2015","FL",2018,11,66.7,77,0.03,3.15,55,235.11
"2016","FL",2018,12,61.8,71.6,1.59,7.18,37,3413.8
"2017","GA",1992,1,46.2,56.7,-0.67,6.13,0,2724.56000000001
"2018","GA",1992,2,52.2,63.6,-0.39,5.31,0,5600.59000000002
"2019","GA",1992,3,55.2,68,-0.39,4.99,1,8850.90999999997
"2020","GA",1992,4,61.2,74.4,-0.81,2.32,0,4078.53
"2021","GA",1992,5,67.8,80.5,-1.14,2.17,1,2686.42
"2022","GA",1992,6,75.2,85.3,0.73,5.96,0,466.99
"2023","GA",1992,7,80.2,90.5,0.63,5.2,1,359.59
"2024","GA",1992,8,77,86.3,1.79,7.44,0,220.76
"2025","GA",1992,9,73.8,83.3,2.1,4.26,0,130.21
"2026","GA",1992,10,61.9,73.7,2.52,3.47,0,260.92
"2027","GA",1992,11,54.8,65,4.24,7.83,0,544.689999999999
"2028","GA",1992,12,47.3,56.6,3.82,3.66,0,445.49
"2029","GA",1993,1,50.3,59.5,4.12,6.54,0,1656.48
"2030","GA",1993,2,46.6,57.4,3.53,3.8,0,2837.21
"2031","GA",1993,3,52.6,63.9,3.83,7.04,0,4850.36000000002
"2032","GA",1993,4,59,72.8,-0.31,2.5,0,3169.45000000001
"2033","GA",1993,5,69.7,82,-0.76,2.29,0,1583.93
"2034","GA",1993,6,78.1,89.8,-1.15,3.25,0,4284.25000000001
"2035","GA",1993,7,83.1,95.5,-2.27,3.11,4,7100.36000000004
"2036","GA",1993,8,80.1,91.3,-3.06,3.15,2,2148.79000000001
"2037","GA",1993,9,75.7,87.5,-3.36,3.02,0,2020.47
"2038","GA",1993,10,64,75.6,0.39,4.31,0,2338.10000000001
"2039","GA",1993,11,53.8,65.9,0.61,3.7,0,1767.85
"2040","GA",1993,12,45.7,56.7,0.34,3.15,0,758.13
"2041","GA",1994,1,42.3,53.2,0.78,5.37,0,1891.26
"2042","GA",1994,2,51.6,63.4,0.32,3.56,0,3269.12000000001
"2043","GA",1994,3,57.5,70.7,0.65,6.59,4,11533.47
"2044","GA",1994,4,65.3,78.9,-0.46,2.92,1,2268.55000000001
"2045","GA",1994,5,68.8,81.1,-0.87,2.21,1,2154.32
"2046","GA",1994,6,77.6,87.6,1.18,7.64,0,534.29
"2047","GA",1994,7,78,87.1,2.55,8.95,0,191.25
"2048","GA",1994,8,77,86.8,2.97,5.6,0,177.07
"2049","GA",1994,9,72.3,82.8,3.14,4.01,1,153.96
"2050","GA",1994,10,63.6,73.4,5.04,8.05,0,142.91
"2051","GA",1994,11,59,70.4,4.71,3.22,4,1922.85
"2052","GA",1994,12,50.5,60,3.99,3.11,1,551.649999999999
"2053","GA",1995,1,46.4,57.4,3.68,4.5,2,645.48
"2054","GA",1995,2,47.9,59.1,3.9,6.09,6,2871.4
"2055","GA",1995,3,58.9,70.6,-0.73,3.16,15,5440.53000000003
"2056","GA",1995,4,64,77.6,-1.36,1.99,14,3603.5
"2057","GA",1995,5,72.7,85.2,-1.87,2.45,4,2410.12000000001
"2058","GA",1995,6,75.4,86.1,-1.02,6.16,1,1272.66
"2059","GA",1995,7,81.2,92.6,-1.71,3.5,2,1806.8
"2060","GA",1995,8,80.6,90.3,0.42,6.67,2,1455.03
"2061","GA",1995,9,73,83,0.24,3.38,1,1017.09
"2062","GA",1995,10,65.5,76.9,0.95,5.05,1,731.799999999999
"2063","GA",1995,11,50.9,63.3,1.44,3.98,6,932.739999999999
"2064","GA",1995,12,45.3,56.4,1.06,2.74,2,2129.76000000001
"2065","GA",1996,1,44.6,56.6,1.39,5.4,0,1944.13
"2066","GA",1996,2,49.1,61.7,0.8,3.19,10,10798.08
"2067","GA",1996,3,51.1,62.7,1.56,7.47,7,10390.87
"2068","GA",1996,4,60.9,74.7,-0.09,3.43,15,4920.13000000001
"2069","GA",1996,5,73.1,85.8,-0.63,2.65,6,1839.72999999999
"2070","GA",1996,6,76.7,88.1,-1.02,3.15,0,1317.19
"2071","GA",1996,7,80.3,90.8,-1.6,4.21,5,2142.02000000001
"2072","GA",1996,8,77.7,87.6,0.04,5.19,0,525.489999999999
"2073","GA",1996,9,73.2,83.9,0.18,4.41,0,864.389999999999
"2074","GA",1996,10,63.1,75.1,0.36,3.3,3,696.719999999999
"2075","GA",1996,11,52.8,64.5,0.19,2.46,1,965.119999999999
"2076","GA",1996,12,49.2,61.4,0.05,3.84,0,991.159999999999
"2077","GA",1997,1,48,58.5,0.47,5.59,0,2189.65000000001
"2078","GA",1997,2,52,62.7,0.77,5.66,6,1674.66
"2079","GA",1997,3,62.5,75.2,-0.99,2.78,6,5823.25000000002
"2080","GA",1997,4,60.1,73.2,0.38,4.74,7,4427.29000000001
"2081","GA",1997,5,67.1,79.4,0.38,3.3,4,1259.61
"2082","GA",1997,6,73.5,82.9,0.84,4.84,1,526.71
"2083","GA",1997,7,80.3,91,0.65,4.87,3,691.619999999999
"2084","GA",1997,8,77.5,88.4,0.07,2.92,0,1122.84
"2085","GA",1997,9,74.8,86.7,0.4,4.9,1,2637.46000000001
"2086","GA",1997,10,64.1,75.2,1.46,5.7,0,826.509999999998
"2087","GA",1997,11,51.4,62.3,2.6,5.63,0,217.84
"2088","GA",1997,12,47.2,57.3,3.22,6.36,0,337.59
"2089","GA",1998,1,49.5,59.7,3.41,5.98,0,16.98
"2090","GA",1998,2,50.3,60.8,4.12,7.61,4,64.99
"2091","GA",1998,3,53.7,64.9,4.07,6.15,5,434.28
"2092","GA",1998,4,62.4,74,4.45,6.33,6,300.7
"2093","GA",1998,5,74.1,86,-0.59,2.72,0,328.91
"2094","GA",1998,6,80.9,93.6,-1.53,2.66,4,17071.31
"2095","GA",1998,7,82.4,93.1,-2.14,4.69,8,6033.03
"2096","GA",1998,8,79.5,90.7,-2.52,4.04,0,96.61
"2097","GA",1998,9,76.1,86.4,-1.39,7.1,10,129.43
"2098","GA",1998,10,66.8,79.5,-1.75,1.4,14,59
"2099","GA",1998,11,59.6,71.1,-2.27,1.68,10,237.94
"2100","GA",1998,12,53,63.3,-2.84,2.54,6,84.28
"2101","GA",1999,1,49.9,62.4,-2.46,5.33,4,20.6
"2102","GA",1999,2,51.7,63.9,-2.78,2.98,3,38.7
"2103","GA",1999,3,53.4,67.2,-3.24,2.45,9,267.5
"2104","GA",1999,4,67.1,79.7,-3.78,1.97,15,201.3
"2105","GA",1999,5,69.5,82.1,-3.75,2.81,1,4
"2106","GA",1999,6,76.3,86.4,-2.73,6.14,3,135
"2107","GA",1999,8,82.1,94.1,-3.3,3.14,4,14133.6
"2108","GA",1999,9,73.4,85.9,-3.02,3.89,14,21.6
"2109","GA",1999,10,64.4,75.8,-2.79,2.8,1,1
"2110","GA",1999,11,57.7,71,-2.94,2.26,26,6286.5
"2111","GA",1999,12,47.9,60.5,-3.39,2.18,6,75.1
"2112","GA",2000,1,46.2,57.2,-3.04,4.68,797,4154.79
"2113","GA",2000,2,51.6,65.8,-3.72,1.8,2291,10804.58
"2114","GA",2000,3,59.1,72.3,-3.6,4.74,1433,17668.32
"2115","GA",2000,4,60.6,74.1,-3.54,2.7,716,6612.95000000001
"2116","GA",2000,5,73.9,87,-4.38,1,1226,4085.82
"2117","GA",2000,6,78,90.5,-4.39,3.89,1067,3922.18
"2118","GA",2000,7,80.8,92.9,-4.96,3.55,921,7684.54000000001
"2119","GA",2000,8,79.5,90.8,-4.98,4.22,479,1439.12
"2120","GA",2000,9,72.6,82.1,-3.53,6.68,130,173.2
"2121","GA",2000,10,63.7,78,-3.85,0.48,640,1535.56
"2122","GA",2000,11,53.6,65.4,-3,4.3,330,1246.78
"2123","GA",2000,12,40.6,51.2,-2.73,3.34,478,1607.4
"2124","GA",2001,1,43.3,55.6,-2.85,2.83,1290,4949.40000000001
"2125","GA",2001,2,53.6,65.5,-3.52,2.02,1296,4658.5
"2126","GA",2001,3,53.8,64.9,-1.95,8.97,788,3126.39
"2127","GA",2001,4,64.2,77.2,-2.51,1.84,879,4363.19
"2128","GA",2001,5,70.8,84.1,-2.7,2.7,906,10844.31
"2129","GA",2001,6,76.4,86.6,-1.35,7.38,162,322.52
"2130","GA",2001,7,79.3,89.4,-1.12,5.23,179,10303.59
"2131","GA",2001,8,79.3,89.5,-1.58,2.93,266,1124.87
"2132","GA",2001,9,72.1,82.9,-1.3,3.92,201,367.66
"2133","GA",2001,10,61.7,75.7,-1.75,0.86,1075,3364.33
"2134","GA",2001,11,59.9,74.1,-2.39,1.37,1821,7265.97000000004
"2135","GA",2001,12,52.9,64.8,-3.21,1.75,687,2601.2
"2136","GA",2002,1,48.1,60,-3.22,4.11,703,3220.86
"2137","GA",2002,2,48.4,61.6,-3.62,2.33,1846,9964.88000000002
"2138","GA",2002,3,56.9,70.7,-3.16,5.6,1620,132946.77
"2139","GA",2002,4,67.9,79.8,-3.68,2.18,725,4079.15
"2140","GA",2002,5,70.2,83,-3.58,3.15,663,2356.62
"2141","GA",2002,6,77.4,88.4,-3.59,3.51,555,2765.21
"2142","GA",2002,7,80.8,91.7,-3.85,4.42,413,1513.19
"2143","GA",2002,8,79.6,90.8,-4.1,3.72,569,2093.11
"2144","GA",2002,9,76.8,85.8,0.52,6.13,266,1008.84
"2145","GA",2002,10,68.2,76.7,0.92,4.43,84,147.41
"2146","GA",2002,11,52.3,63.9,1.65,4.88,135,238.46
"2147","GA",2002,12,45.7,56.7,2.04,5.26,216,609.42
"2148","GA",2003,1,42.3,53.9,1.09,1.77,2,35.1
"2149","GA",2003,3,59,69.3,1.69,7.33,5,10.8
"2150","GA",2003,4,62.7,74.6,1.78,4.73,6,52.6
"2151","GA",2003,5,71.7,82.1,2.47,6.33,1,0.4
"2152","GA",2003,9,73.1,83.9,3.85,2.88,1,0.4
"2153","GA",2003,10,64.4,76.2,3.74,2.99,2,2.6
"2154","GA",2003,11,59.4,72.1,-0.04,2.82,13,186.7
"2155","GA",2003,12,44.3,57.1,-0.34,2.48,3,111.5
"2156","GA",2004,1,45,57.4,-0.73,2.85,3,345.5
"2157","GA",2004,2,46.1,55.6,-0.28,5.34,2,1.1
"2158","GA",2004,3,59,72.6,-1.66,0.92,27,517.32
"2159","GA",2004,4,62.2,76.7,-2.29,2.1,16,112.49
"2160","GA",2004,5,73.6,85.7,-2.61,3,6,10
"2161","GA",2004,6,78.1,88,0.88,7.32,5,4
"2162","GA",2004,7,80.1,90.5,0.38,4.31,3,67
"2163","GA",2004,8,77.6,87.7,0.39,4.78,1,44
"2164","GA",2004,10,67.7,77.4,2.9,1.85,3,50.3
"2165","GA",2004,11,57.9,68.7,3.26,4.65,2,0.3
"2166","GA",2004,12,46.8,58.8,2.74,3.02,3,3.2
"2167","GA",2005,1,49.5,60.9,1.72,2.22,1,1.5
"2168","GA",2005,2,50.9,61.5,1.45,4.31,8,11.05
"2169","GA",2005,3,53.7,65.4,1.9,6.93,8,186.29
"2170","GA",2005,4,60.7,73.7,2.14,4.96,5,23.6
"2171","GA",2005,5,68.3,80.8,1.79,3.03,3,6.2
"2172","GA",2005,7,80.9,90.1,3.66,8.22,2,0.2
"2173","GA",2005,11,57,70,-0.65,2.92,13,55.3
"2174","GA",2005,12,44.8,56.5,-0.47,4.19,3,8.73
"2175","GA",2006,2,47.4,58.9,-0.52,4.35,2,11
"2176","GA",2006,3,56.1,69.1,-1.58,1.54,21,435.21
"2177","GA",2006,4,67,80.6,-2.11,2.48,24,536.09
"2178","GA",2006,5,70.4,82.8,-2.32,2.66,3,31.3
"2179","GA",2006,6,77.4,90,-2.45,3.58,7,24.05
"2180","GA",2006,7,81,92.8,-3.31,3.05,6,165.8
"2181","GA",2006,8,81.6,92.3,-3.62,4.35,2,137
"2182","GA",2006,9,73.3,84.2,-3.55,3.41,2,2.04
"2183","GA",2006,10,62.5,75.5,-3.17,3.01,2,14.6
"2184","GA",2006,11,54.2,66.8,-2.9,3.01,9,36.22
"2185","GA",2006,12,51.9,64.2,-2.98,3.46,9,221.7
"2186","GA",2007,1,49.2,59.5,-2.75,4.24,4,216.4
"2187","GA",2007,2,46.7,59.5,-3,2.74,13,130.2
"2188","GA",2007,3,60,74,-3.76,2.17,24,2250.2
"2189","GA",2007,4,60.9,74.9,-4,1.79,19,379.5
"2190","GA",2007,5,70.5,84.6,-4.76,0.59,22,5180.48
"2191","GA",2007,6,77.7,89.6,-4.51,4.49,20,70434.07
"2192","GA",2007,7,78.9,89.3,-4.26,5.33,4,1078.6
"2193","GA",2007,8,83.2,94.7,-4.6,4.06,5,16.9
"2194","GA",2007,9,75.8,86.6,-4.67,3.1,3,350.3
"2195","GA",2007,10,67.8,78.7,-4.5,2.72,5,191478.95
"2196","GA",2007,11,54,67.9,-4.75,1.32,6,797.65
"2197","GA",2007,12,52.9,64.4,-4.18,5.52,4,40.6
"2198","GA",2008,1,45,55.8,-4.03,3.4,1,0.2
"2199","GA",2008,2,50.8,64.5,-3.25,5.67,3,342.3
"2200","GA",2008,3,55.4,69.2,-3.37,3.63,3,7.56
"2201","GA",2008,4,62.6,74.8,-3.25,3.24,9,157.46
"2202","GA",2008,5,70.3,82.8,-3.31,2.61,2,9.7
"2203","GA",2008,6,79.4,91.8,-3.79,2.52,14,191.44
"2204","GA",2008,7,79.7,90.9,-3.86,4.87,6,2661.74
"2205","GA",2008,8,78.9,88.5,-2.67,7.45,4,94.15
"2206","GA",2008,9,74.6,84.8,-3.35,1.19,1,1.5
"2207","GA",2008,10,62.4,74.2,0.58,4.44,2,0.2
"2208","GA",2008,11,51.4,64,0.9,3.59,12,920.62
"2209","GA",2008,12,51.7,62.7,0.95,4.38,4,1.9
"2210","GA",2009,1,46.3,57.6,-0.52,2.65,4,16.36
"2211","GA",2009,2,47.7,61.4,-1.18,2.29,7,64.81
"2212","GA",2009,3,56.4,68.1,0.42,6.62,11,413.65
"2213","GA",2009,4,61.8,74.2,1.34,6.73,8,34.96
"2214","GA",2009,6,79.8,90.9,-0.62,2.81,1,0.1
"2215","GA",2009,7,78.5,89.3,-1.22,3.62,6,19.05
"2216","GA",2009,11,55.6,67.1,2.28,3.94,4,16.75
"2217","GA",2009,12,46.2,56,3.81,9.08,1,1.8
"2218","GA",2010,1,41.8,52.7,4.13,6.05,259,532.82
"2219","GA",2010,2,42.1,52.5,-0.16,3.57,362,1165.47
"2220","GA",2010,3,52.1,63.7,-0.47,3.68,864,3261.27000000001
"2221","GA",2010,4,64.5,79.1,-1.03,2.36,822,4597.39
"2222","GA",2010,5,73.6,84.8,-0.63,5.15,164,674.45
"2223","GA",2010,6,81,92.1,-0.74,4.27,207,630.29
"2224","GA",2010,7,82.2,93,-1.51,3.71,287,977.530000000001
"2225","GA",2010,8,82.2,91.8,-1.65,5.15,208,592.89
"2226","GA",2010,9,76.5,89.4,-1.96,3.27,724,2185.38
"2227","GA",2010,10,64.8,79.3,-2.36,1.48,805,2169.55
"2228","GA",2010,11,54.8,68.3,-2.57,2.08,493,1427.1
"2229","GA",2010,12,39.9,51.5,-2.94,2.27,672,5136.31
"2230","GA",2011,1,41.8,52.8,-3.01,3.33,685,2709.43
"2231","GA",2011,2,51.1,63.2,-3.01,3.7,1629,12102.87
"2232","GA",2011,3,57.8,70,-2.53,5.97,1219,56314.7499999999
"2233","GA",2011,4,65.8,79.7,-2.78,2.84,579,2142.53
"2234","GA",2011,5,71.3,85.2,-3.5,1.15,874,5480.56000000001
"2235","GA",2011,6,81.1,94.1,-3.92,3.63,1057,19773.54
"2236","GA",2011,7,81.9,92.6,-4.29,4.54,313,2251.4
"2237","GA",2011,8,82.2,94.4,-5.27,2.44,638,23028.33
"2238","GA",2011,9,73.6,85,-4.91,3.86,497,2525.81
"2239","GA",2011,10,61.6,74.4,-4.52,2.59,386,1138.52
"2240","GA",2011,11,56.2,68.9,-4.29,2.83,305,722.180000000001
"2241","GA",2011,12,51.3,62.8,-4.35,3.23,229,309688.17
"2242","GA",2012,1,50,62.6,-4.49,3.04,525,2126.4
"2243","GA",2012,2,52.8,64.2,-4.67,2.92,531,3341.4
"2244","GA",2012,3,64.8,76.8,-4.84,4.24,664,5409.81
"2245","GA",2012,4,65.6,78.6,-5.26,1.59,564,2416.3
"2246","GA",2012,5,73.5,85.3,-4.91,3.99,485,2362.59
"2247","GA",2012,6,75.6,86.9,-4.22,4.73,317,1518.67
"2248","GA",2012,7,82.2,93.2,-4.39,4.44,456,2541.4
"2249","GA",2012,8,78.1,87.6,-3.45,6.25,85,275.47
"2250","GA",2012,9,74,85,-3.42,2.91,100,221.92
"2251","GA",2012,10,64.7,76,-3.43,1.91,399,1217.07
"2252","GA",2012,11,52.6,65.8,-3.76,1.07,604,2963.41
"2253","GA",2012,12,52.1,62.8,-3.4,4.93,217,1034.05
"2254","GA",2013,1,52.5,63.5,-3.53,3.32,557,2379.5
"2255","GA",2013,2,48.8,60,1.8,9.62,362,1629.84
"2256","GA",2013,3,50.2,62.4,1.44,3.99,777,5168.93
"2257","GA",2013,4,62.9,75.2,1.66,5.09,309,1465.95
"2258","GA",2013,5,68.4,79.8,1.63,3.78,200,673.66
"2259","GA",2013,6,77.8,87.4,2.72,7.56,107,529.78
"2260","GA",2013,7,78.2,86.5,4.14,9.6,23,27.51
"2261","GA",2013,8,78,86.8,5.09,7.6,34,178.78
"2262","GA",2013,9,74.5,84.5,4.34,2.37,113,137.02
"2263","GA",2013,10,65,76.4,3.39,0.94,267,664.99
"2264","GA",2013,11,53.2,64.7,3.21,3.23,355,1369.48
"2265","GA",2013,12,51.2,61.6,3.61,6.39,143,441.35
"2266","GA",2014,1,40,51.6,3.06,3.33,517,3163.83
"2267","GA",2014,2,49.8,61.6,2.6,4.06,458,2304.2
"2268","GA",2014,3,52.9,65.4,2.19,4.41,801,5029.22
"2269","GA",2014,4,63.1,75.6,3.08,7.35,429,3390.97
"2270","GA",2014,5,71.2,83.4,0.01,3.87,168,563.42
"2271","GA",2014,6,78.3,89.1,-0.24,3.64,131,1515.2
"2272","GA",2014,7,78.9,89.4,-0.73,3.96,233,1590.75
"2273","GA",2014,8,79.2,90.5,-1.33,3.37,333,1676.41
"2274","GA",2014,9,75.5,84.8,0.21,4.97,66,446.9
"2275","GA",2014,10,65.6,78.7,0.09,2.78,272,689.99
"2276","GA",2014,11,49.8,63.1,0.66,4.36,417,1157.6
"2277","GA",2014,12,51.3,62.3,0.98,5.31,232,636.88
"2278","GA",2015,1,44.9,55.8,0.72,3.64,223,579.33
"2279","GA",2015,2,43.2,54.6,0.79,4.49,426,2985.15
"2280","GA",2015,3,58.8,70.1,-0.83,2.81,402,2029.8
"2281","GA",2015,4,66.8,77.3,-0.2,6.2,150,684.36
"2282","GA",2015,5,72.4,84.9,-0.86,2.17,272,1130.75
"2283","GA",2015,6,79.3,90.4,-1.04,4.25,212,1664.12
"2284","GA",2015,7,81.5,92.2,-1.53,4.65,174,831.53
